chunk_info,implementation,n_features,n_neighbors,n_samples_test,n_samples_train,throughput,time_elapsed,trial
"(128, 782)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.09132626534349075,0.44237,3.0
"(256, 391)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.09553989500070945,0.42286,3.0
"(512, 196)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.09637174685718373,0.41921,3.0
"(1024, 98)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.05670573373570075,0.71245,3.0
"(2048, 49)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.0545253326855076,0.74094,3.0
"(4096, 25)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.0490970517463481,0.82286,3.0
"(128, 782)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.025621511922881784,1.5768,3.0
"(256, 391)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.026862773780868918,1.50394,3.0
"(512, 196)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.027386302781336642,1.47519,3.0
"(1024, 98)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.01399832297318836,2.88606,3.0
"(2048, 49)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.013677574871180268,2.95374,3.0
"(4096, 25)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.013761811653938126,2.93566,3.0
"(0, nan)",sklearn,50.0,1.0,100000.0,1000.0,0.029650070455612965,1.36256,4.0
"(0, nan)",sklearn,50.0,10.0,100000.0,1000.0,0.015626510917283926,2.58535,4.0
"(0, nan)",sklearn,50.0,100.0,100000.0,1000.0,0.011943863839952223,3.38249,4.0
"(0, nan)",daal4py,50.0,1.0,100000.0,1000.0,0.14774722059684026,0.27344,4.0
"(0, nan)",daal4py,50.0,10.0,100000.0,1000.0,0.09330469525855101,0.43299,4.0
"(0, nan)",daal4py,50.0,100.0,100000.0,1000.0,0.020815193030001698,1.94089,4.0
"(128, 8)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.0326752452665378,1.23641,4.0
"(256, 4)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.05359511806845317,0.7538,4.0
"(512, 2)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.07187333214730475,0.5621,4.0
"(1024, 1)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.0576673280328875,0.70057,4.0
"(2048, 1)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.06373043917213528,0.63392,4.0
"(4096, 1)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.060848871886013796,0.66394,4.0
"(128, 8)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.008057165991579863,5.01417,4.0
"(256, 4)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.014981940087073256,2.69658,4.0
"(512, 2)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.024968171761244946,1.61806,4.0
"(1024, 1)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.02239107903940054,1.80429,4.0
"(2048, 1)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.030508295386753058,1.32423,4.0
"(4096, 1)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.03709280546476184,1.08916,4.0
"(128, 8)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.00019168167935925182,210.7661,4.0
"(256, 4)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0003782631634878673,106.80395,4.0
"(512, 2)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0007351694128762376,54.95332,4.0
"(1024, 1)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0009698892597728346,41.65424,4.0
"(2048, 1)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.001828017076575364,22.10045,4.0
"(4096, 1)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.003241771997509292,12.46232,4.0
"(128, 782)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.12804259634888437,0.31552,4.0
"(256, 391)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.13527540599363805,0.29865,4.0
"(512, 196)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.1368702781447979,0.29517,4.0
"(1024, 98)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.0797725298159703,0.50644,4.0
"(2048, 49)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.08016350179574182,0.50397,4.0
"(4096, 25)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.06612111292962357,0.611,4.0
"(128, 782)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.09089272858171346,0.44448,4.0
"(256, 391)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.09864726278263417,0.40954,4.0
"(512, 196)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.1032086654404251,0.39144,4.0
"(1024, 98)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.056171964072189315,0.71922,4.0
"(2048, 49)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.054873410844289906,0.73624,4.0
"(4096, 25)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.04959671974170421,0.81457,4.0
"(128, 782)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.025746095069367883,1.56917,4.0
"(256, 391)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.026947345953229014,1.49922,4.0
"(512, 196)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.02725733215488102,1.48217,4.0
"(1024, 98)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.01417290239290513,2.85051,4.0
"(2048, 49)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.014112403195551099,2.86273,4.0
"(4096, 25)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.013905860080888047,2.90525,4.0
"(0, nan)",sklearn,100.0,1.0,100000.0,1000.0,0.051692811628323565,1.56308,0.0
"(0, nan)",sklearn,100.0,10.0,100000.0,1000.0,0.03299952624442521,2.44852,0.0
"(0, nan)",sklearn,100.0,100.0,100000.0,1000.0,0.024347543097863262,3.31861,0.0
"(0, nan)",daal4py,100.0,1.0,100000.0,1000.0,0.17835069751015362,0.45304,0.0
"(0, nan)",daal4py,100.0,10.0,100000.0,1000.0,0.12579008001992714,0.64234,0.0
"(0, nan)",daal4py,100.0,100.0,100000.0,1000.0,0.03667259721869213,2.20328,0.0
"(128, 8)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.05613138077639147,1.43948,0.0
"(256, 4)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.08461087375387451,0.95496,0.0
"(512, 2)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.11108666959964804,0.72736,0.0
"(1024, 1)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.07839180378764359,1.03072,0.0
"(2048, 1)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.08749796957063187,0.92345,0.0
"(4096, 1)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.08385744234800839,0.96354,0.0
"(128, 8)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.015252016928228692,5.29766,0.0
"(256, 4)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.027287986193900056,2.96101,0.0
"(512, 2)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.04374211640383501,1.84719,0.0
"(1024, 1)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.0392246338467812,2.05993,0.0
"(2048, 1)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.04899077784986267,1.64929,0.0
"(4096, 1)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.056843364170389384,1.42145,0.0
"(128, 8)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.00038102165108376134,212.06144,0.0
"(256, 4)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0007535660789317566,107.22351,0.0
"(512, 2)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.001472649902272911,54.86708,0.0
"(1024, 1)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.001940235464862888,41.64443,0.0
"(2048, 1)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0035828101381111233,22.55213,0.0
"(4096, 1)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0062489269324110495,12.93022,0.0
"(128, 782)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.15332941154145396,0.52697,0.0
"(256, 391)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.17150983846660017,0.47111,0.0
"(512, 196)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.17477450195756095,0.46231,0.0
"(1024, 98)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.09900262209914966,0.81614,0.0
"(2048, 49)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.09665649859441355,0.83595,0.0
"(4096, 25)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.08937954226170064,0.90401,0.0
"(128, 782)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.12316697661656656,0.65602,0.0
"(256, 391)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.13510576038792743,0.59805,0.0
"(512, 196)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.1372072882881353,0.58889,0.0
"(1024, 98)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.0769553125833365,1.04996,0.0
"(2048, 49)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.07558112342734202,1.06905,0.0
"(4096, 25)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.07028715084770827,1.14957,0.0
"(128, 782)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.04417255725211705,1.82919,0.0
"(256, 391)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.047137889996032946,1.71412,0.0
"(512, 196)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.04835485762845755,1.67098,0.0
"(1024, 98)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.024945354853847388,3.23908,0.0
"(2048, 49)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.024710386925514086,3.26988,0.0
"(4096, 25)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.024686303684308613,3.27307,0.0
"(0, nan)",sklearn,100.0,1.0,100000.0,1000.0,0.05104780677647,1.58283,1.0
"(0, nan)",sklearn,100.0,10.0,100000.0,1000.0,0.031234899588302376,2.58685,1.0
"(0, nan)",sklearn,100.0,100.0,100000.0,1000.0,0.023904971819943492,3.38005,1.0
"(0, nan)",daal4py,100.0,1.0,100000.0,1000.0,0.17507746311022515,0.46151,1.0
"(0, nan)",daal4py,100.0,10.0,100000.0,1000.0,0.129389722484667,0.62447,1.0
"(0, nan)",daal4py,100.0,100.0,100000.0,1000.0,0.03820909073713281,2.11468,1.0
"(128, 8)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.055953353738764325,1.44406,1.0
"(256, 4)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.08548726684088577,0.94517,1.0
"(512, 2)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.10784549264568485,0.74922,1.0
"(1024, 1)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.0781635436719453,1.03373,1.0
"(2048, 1)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.0844825963760312,0.95641,1.0
"(4096, 1)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.08151077394883383,0.99128,1.0
"(128, 8)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.015197082461099794,5.31681,1.0
"(256, 4)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.02680493768183733,3.01437,1.0
"(512, 2)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.04471499723298284,1.807,1.0
"(1024, 1)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.038453484609087964,2.10124,1.0
"(2048, 1)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.04912302033620087,1.64485,1.0
"(4096, 1)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.05749621080046395,1.40531,1.0
"(128, 8)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.00038307791250035854,210.92315,1.0
"(256, 4)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0007532625216842651,107.26672,1.0
"(512, 2)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0014720612610682427,54.88902,1.0
"(1024, 1)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0019301883366936448,41.8612,1.0
"(2048, 1)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0035863786851927392,22.52969,1.0
"(4096, 1)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.006259140824471382,12.90912,1.0
"(128, 782)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.13623105326162094,0.59311,1.0
"(256, 391)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.16957689724647415,0.47648,1.0
"(512, 196)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.17270861833105336,0.46784,1.0
"(1024, 98)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.09929339477726574,0.81375,1.0
"(2048, 49)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.09837582487155137,0.82134,1.0
"(4096, 25)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.0928586204518813,0.87014,1.0
"(128, 782)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.12534322014178675,0.64463,1.0
"(256, 391)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.13899401362416572,0.58132,1.0
"(512, 196)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.14484959305869277,0.55782,1.0
"(1024, 98)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.07845041021408806,1.02995,1.0
"(2048, 49)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.07702133338417248,1.04906,1.0
"(4096, 25)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.07115620018845827,1.13553,1.0
"(128, 782)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.045700840488229776,1.76802,1.0
"(256, 391)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.048170935279248345,1.67736,1.0
"(512, 196)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.049548057936887546,1.63074,1.0
"(1024, 98)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.025453468665141976,3.17442,1.0
"(2048, 49)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.02533137704876917,3.18972,1.0
"(4096, 25)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.025302106525626214,3.19341,1.0
"(0, nan)",sklearn,100.0,1.0,100000.0,1000.0,0.050337974644114256,1.60515,2.0
"(0, nan)",sklearn,100.0,10.0,100000.0,1000.0,0.02909174701701579,2.77742,2.0
"(0, nan)",sklearn,100.0,100.0,100000.0,1000.0,0.02276306411126856,3.54961,2.0
"(0, nan)",daal4py,100.0,1.0,100000.0,1000.0,0.17224472393945853,0.4691,2.0
"(0, nan)",daal4py,100.0,10.0,100000.0,1000.0,0.1285825681503525,0.62839,2.0
"(0, nan)",daal4py,100.0,100.0,100000.0,1000.0,0.037317051768172425,2.16523,2.0
"(128, 8)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.05509416465518417,1.46658,2.0
"(256, 4)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.08348142331694011,0.96788,2.0
"(512, 2)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.10842872287604503,0.74519,2.0
"(1024, 1)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.07905679761264127,1.02205,2.0
"(2048, 1)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.0853409943070797,0.94679,2.0
"(4096, 1)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.08638108168785212,0.93539,2.0
"(128, 8)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.01543790732287963,5.23387,2.0
"(256, 4)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.02721372541755218,2.96909,2.0
"(512, 2)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.04391137293689914,1.84007,2.0
"(1024, 1)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.03820186470488114,2.11508,2.0
"(2048, 1)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.049269794810817405,1.63995,2.0
"(4096, 1)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.05429706137315118,1.48811,2.0
"(128, 8)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0003818500075212165,211.60141,2.0
"(256, 4)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0007545613607804405,107.08208,2.0
"(512, 2)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0014723815479978162,54.87708,2.0
"(1024, 1)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.001920609879208376,42.06997,2.0
"(2048, 1)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0036158596616844177,22.346,2.0
"(4096, 1)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.006254368575822995,12.91897,2.0
"(128, 782)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.15517870517966545,0.52069,2.0
"(256, 391)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.1729229979026666,0.46726,2.0
"(512, 196)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.17893524670032776,0.45156,2.0
"(1024, 98)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.10017853600476095,0.80656,2.0
"(2048, 49)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.09670740027049347,0.83551,2.0
"(4096, 25)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.09040154846216672,0.89379,2.0
"(128, 782)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.12520337801193152,0.64535,2.0
"(256, 391)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.13950757968161884,0.57918,2.0
"(512, 196)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.14088927637314733,0.5735,2.0
"(1024, 98)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.07850452761260736,1.02924,2.0
"(2048, 49)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.07616462115642028,1.06086,2.0
"(4096, 25)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.07103921223843855,1.1374,2.0
"(128, 782)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.04571454435385773,1.76749,2.0
"(256, 391)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.048379467466604396,1.67013,2.0
"(512, 196)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.049132578913124114,1.64453,2.0
"(1024, 98)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.02550078427535797,3.16853,2.0
"(2048, 49)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.025324946012104575,3.19053,2.0
"(4096, 25)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.02511367980679872,3.21737,2.0
"(0, nan)",sklearn,100.0,1.0,100000.0,1000.0,0.051597082976794086,1.56598,3.0
"(0, nan)",sklearn,100.0,10.0,100000.0,1000.0,0.02923595733287019,2.76372,3.0
"(0, nan)",sklearn,100.0,100.0,100000.0,1000.0,0.022553075089458672,3.58266,3.0
"(0, nan)",daal4py,100.0,1.0,100000.0,1000.0,0.1804054657497544,0.44788,3.0
"(0, nan)",daal4py,100.0,10.0,100000.0,1000.0,0.129389722484667,0.62447,3.0
"(0, nan)",daal4py,100.0,100.0,100000.0,1000.0,0.0387312635116026,2.08617,3.0
"(128, 8)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.05582385087846567,1.44741,3.0
"(256, 4)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.08551983996782422,0.94481,3.0
"(512, 2)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.1097855919997826,0.73598,3.0
"(1024, 1)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.07865124790717595,1.02732,3.0
"(2048, 1)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.0881211010775204,0.91692,3.0
"(4096, 1)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.08493997434980972,0.95126,3.0
"(128, 8)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.015447617663815486,5.23058,3.0
"(256, 4)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.027910672032332162,2.89495,3.0
"(512, 2)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.0453133236874278,1.78314,3.0
"(1024, 1)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.03875820254038912,2.08472,3.0
"(2048, 1)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.049038350660621836,1.64769,3.0
"(4096, 1)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.05597389732115023,1.44353,3.0
"(128, 8)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.00038198752933633494,211.52523,3.0
"(256, 4)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0007571867139970838,106.7108,3.0
"(512, 2)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0014684933657904294,55.02238,3.0
"(1024, 1)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0019268369516771708,41.93401,3.0
"(2048, 1)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.003581634901081716,22.55953,3.0
"(4096, 1)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.006311267330599493,12.8025,3.0
"(128, 782)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.15281901915911714,0.52873,3.0
"(256, 391)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.16881163296005347,0.47864,3.0
"(512, 196)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.17559109874826148,0.46016,3.0
"(1024, 98)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.09941434125695162,0.81276,3.0
"(2048, 49)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.09705705705705706,0.8325,3.0
"(4096, 25)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.08916845996799647,0.90615,3.0
"(128, 782)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.12570006222775357,0.6428,3.0
"(256, 391)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.14061956143404108,0.5746,3.0
"(512, 196)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.14661585919070946,0.5511,3.0
"(1024, 98)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.07866503105711004,1.02714,3.0
"(2048, 49)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.07947358585212796,1.01669,3.0
"(4096, 25)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.07288471946599313,1.1086,3.0
"(128, 782)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.04605746923326855,1.75433,3.0
"(256, 391)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.04844908948091118,1.66773,3.0
"(512, 196)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.05034111086882028,1.60505,3.0
"(1024, 98)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.02617215968904365,3.08725,3.0
"(2048, 49)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.025636388442050025,3.15177,3.0
"(4096, 25)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.02525734041455798,3.19907,3.0
"(0, nan)",sklearn,100.0,1.0,100000.0,1000.0,0.05117033134056135,1.57904,4.0
"(0, nan)",sklearn,100.0,10.0,100000.0,1000.0,0.02949421796519098,2.73952,4.0
"(0, nan)",sklearn,100.0,100.0,100000.0,1000.0,0.022825568026125103,3.53989,4.0
"(0, nan)",daal4py,100.0,1.0,100000.0,1000.0,0.17390555722956394,0.46462,4.0
"(0, nan)",daal4py,100.0,10.0,100000.0,1000.0,0.12503288302926205,0.64623,4.0
"(0, nan)",daal4py,100.0,100.0,100000.0,1000.0,0.037262154010754375,2.16842,4.0
"(128, 8)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.055520435368166456,1.45532,4.0
"(256, 4)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.08437056219196391,0.95768,4.0
"(512, 2)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.10829066931138928,0.74614,4.0
"(1024, 1)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.0789301448680753,1.02369,4.0
"(2048, 1)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.08738441572486888,0.92465,4.0
"(4096, 1)",Parallel on X_train,100.0,1.0,100000.0,1000.0,0.08282931829830856,0.9755,4.0
"(128, 8)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.015434044292650875,5.23518,4.0
"(256, 4)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.027270763581380277,2.96288,4.0
"(512, 2)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.04391471414673384,1.83993,4.0
"(1024, 1)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.03868083048891995,2.08889,4.0
"(2048, 1)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.04838555140366005,1.66992,4.0
"(4096, 1)",Parallel on X_train,100.0,10.0,100000.0,1000.0,0.05733058033021846,1.40937,4.0
"(128, 8)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0003831292814282301,210.89487,4.0
"(256, 4)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0007567821212097087,106.76785,4.0
"(512, 2)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0014702692630748425,54.95592,4.0
"(1024, 1)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0019280365143390559,41.90792,4.0
"(2048, 1)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.00359613771249146,22.46855,4.0
"(4096, 1)",Parallel on X_train,100.0,100.0,100000.0,1000.0,0.0062552498035557385,12.91715,4.0
"(128, 782)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.15218865365780157,0.53092,4.0
"(256, 391)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.16996928772771258,0.47538,4.0
"(512, 196)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.17629219121593612,0.45833,4.0
"(1024, 98)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.10008670878236095,0.8073,4.0
"(2048, 49)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.09910827087958589,0.81527,4.0
"(4096, 25)",Parallel on X_test,100.0,1.0,100000.0,1000.0,0.09203257588700951,0.87795,4.0
"(128, 782)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.12391497714934209,0.65206,4.0
"(256, 391)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.13775466712130252,0.58655,4.0
"(512, 196)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.13703973813198556,0.58961,4.0
"(1024, 98)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.07752904940557864,1.04219,4.0
"(2048, 49)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.07594841523480092,1.06388,4.0
"(4096, 25)",Parallel on X_test,100.0,10.0,100000.0,1000.0,0.06988289425887807,1.15622,4.0
"(128, 782)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.044535327869304246,1.81429,4.0
"(256, 391)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.04665153955854249,1.73199,4.0
"(512, 196)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.04909496351296338,1.64579,4.0
"(1024, 98)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.025429276398610205,3.17744,4.0
"(2048, 49)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.025021987142167006,3.22916,4.0
